Manufacturer,Part Number,MPN,Description
Delfield,8283673,000-239UUCE2-S,"Assembly,Sldg Dr,Rt"
Delfield,8286470,000-239UUCEM-S,"Assy,Sldg Dr,Rt"
Delfield,8286471,000-239UUCEO-S,"Assy,Sldg Dr,Rt"
Delfield,8285812,000-240-004C-S,"Assy,Coil,R404A,Ref,Def Prb,Ec"
Delfield,8285813,000-248-0006,Coil Assy R404A Pass Thru
Delfield,8285814,000-248-0009,Coil Assy 404A Sld/Tstat
Delfield,8283674,000-248-0010-S,"Coil Assembly,R404A,Std,220V"
Delfield,8285815,000-248-0011,"Coil Assy, Mullion, Ref, Solen"
Delfield,8285817,000-248-0012,"Coil Assy, Mullion, Ref, Solen"
Delfield,8285819,000-248-0017,Evaporator Coil Assy
Delfield,8283675,000-248-0017-S,"Assembly,Coil,Ceiling Mnt,220V"
Delfield,8286481,000-248-0018-S,"Coil Asssy, Mullion, Solenoid"
Delfield,8285820,000-248-0020,Coil Assy R-22 Slnd/T-Stat
Delfield,8283676,000-248-0025-S,"Ass,Coil,R404A,Ref,Grey"
Delfield,8283677,000-248-0026-S,"Assembly,Coil,R404A,P/T,Ce"
Delfield,8283678,000-248-0029-S,"Assembly,Coil,R404A,S/S"
Delfield,8283679,000-248-002A-S,"Assy,Coil,Ceiling Mnt, 120V,Axial Fan"
Delfield,8285821,000-248-0033,Coil Assembly
Delfield,8283680,000-248-0034-S,"Assembly,Coil,R404A,220V,P/T"
Delfield,8286484,000-248-0035-S,Coil Assy R-22 Remote
Delfield,8286485,000-248-0037-S,"Assy,Coil,R404A,Ref,Fan"
Delfield,8289064,000-248-004B-S,"Assy,Coil,R290,Def Prb, Ec Fan"
Delfield,8289065,000-248-004C-S,Evap Coil
Delfield,8283840,000-248-004D-S,"Assy,Coil,R290,Def Prb Axial Fans"
Delfield,8289066,000-248-0059-S,"Assy,Coil,R230,3 Fan 2Rt"
Delfield,8285751,000-248ZWK11-S,Cooler Section Evap Assy
Delfield,8285822,000-249-0000,"Coil Assy, Mullion Freezer F20"
Delfield,8286486,000-249-0000-S,"Coil Assy, Mullion Freezer F20"
Delfield,8283681,000-249-0031-S,"Assy,Frz,Evap,R290"
Delfield,8283682,000-251U3VY1,"Assembly,Cheese Grate"
Delfield,8285823,000-278-0030,18 Flourescent Light Fixture S
Delfield,8289067,000-278-0030-S,"Assembly,Fluor Lght Fxtr 18"
Delfield,8285824,000-278-0031,24 Fluorescent Light Fixture S
Delfield,8285825,000-278-0033,48 Fluorescent Light Fixture
Delfield,8285826,000-282-000S,Retro For Energy Star Control
Delfield,8286490,000-282-000S-S,Retro For Energy Star Control
Delfield,8286491,000-282-0050-S,Danfoss Control Kit - Used On
Delfield,8286492,000-282-0051-S,Danfoss Control Kit Probe Is 5
Delfield,8286493,000-282-005F-S,Danfoss Control Kit Brinkers L
Delfield,8285827,000-282-007U,Danfoss Control Kit 220V Refri
Delfield,8283683,000-282-007U-S,Danfoss Control Kit 220V Refri
Delfield,8283684,000-282-009F-S,Control Assembly For Asm-36 Pr
Delfield,8286494,000-282-009G-S,Control Assmebly For Asm-48 Pr
Delfield,8286495,000-282-009H-S,Control Assmebly For Asm-60 Pr
Delfield,51471,000-282-00HC-S,Control Box Kit W/Probe
Delfield,8121751,000-282-00HP-S,Controller Assembly
Delfield,8285828,000-315-0032,"Mullion Assy, 27 (Used On Draw"
Delfield,8286497,000-315-0033-S,"Mullion, Drawer, 32 Ref (Used"
Delfield,8285829,000-315-0036,"27"" Drawer Mullion"
Delfield,8285830,000-315-003E,"Mullion , Drawer, 27 Freezer ("
Delfield,8289068,000-32513SITA-S,Glass Top 44.88 X 11.116
Delfield,8283685,000-325L95K8-S,10.904 X 33.825 Banded Glass
Delfield,8286500,000-327-0030-S,19 Ref Drawer Front Assy (18.7
Delfield,8286231,000-327-0031,24 Ref Drawer Front Assy. (23.
Delfield,8286502,000-327-0032-S,27 Ref Drawer Front Assy (26.7
Delfield,8286504,000-327-0034-S,19 Ref Drawer Front Assy (18.7
Delfield,8286505,000-327-0037-S,27 Ref Drawer Front Assy (26.7
Delfield,8286232,000-327-0038,32 Ref Drawer Front
Delfield,8286506,000-327-0038-S,32 Ref Drawer Front
Delfield,8286507,000-328-0031-S,24 Ref Drawer Front Assy (23.7
Delfield,8286233,000-328-0034,19 Ref Drawer Front Assy (18.7
Delfield,8286234,000-328-0035,24 Ref Drawer Front Assy (23.7
Delfield,8286510,000-328-0036-S,27 Ref Drawer Front Assy (26.7
Delfield,8286235,000-328-0038,19 Ref Drawer Front Assy - Bot
Delfield,8286512,000-328-0038-S,19 Ref Drawer Front Assy - Bot
Delfield,8286236,000-328-003A,27 Ref Drawer Front Assy - Bot
Delfield,8286513,000-328-003A-S,27 Ref Drawer Front Assy - Bot
Delfield,8286237,000-328-003C,32 Drawer Front Assy W/ Wiper
Delfield,8286238,000-328-003D,27 Drawer Front Assy W/ Wiper
Delfield,8286517,000-328-003E-S,19 Drawer Front W/ Wiper
Delfield,8286518,000-328-003G-S,19 Drawer Front 430 7.75 X 18.
Delfield,8286239,000-328-003U,Drawer Front Assembly 32 -
Delfield,8286521,000-328-003U-S,Drawer Front Assembly 32 -
Delfield,8286240,000-328-003W,32 Drawer Front 430 Low Pro 7.
Delfield,8286522,000-328-003W-S,32 Drawer Front 430 Low Pro 7.
Delfield,8286241,000-328-003X,27 Drawer Front 430 G Ruby Tue
Delfield,8283841,000-328-0042-S,"Drawer Front Assembly, 19"", 2-Hi"
Delfield,8283842,000-328-0043-S,"Drawer Front With Integrated Handl, 23.75"" X 12.67"", 2 High"
Delfield,8283843,000-328-0046-S,"Drawer Front Assembly, 2 High, 19"", Ruby Tuesdays"
Delfield,8289069,000-328-0047-S,Drawer Front
Delfield,8283844,000-328-0048-S,"Assy,24 Drw Frt 2-Hi,430"
Delfield,8283845,000-328-0049-S,"Drawer Front Assembly, 27"" Dawer, 2 High"
Delfield,8289070,000-328-004A-S,"Assy,32 Drw Frt 2-Hi,430"
Delfield,8283846,000-328-004B-S,"Drawer Front Assembly, 19"", Lo-Pro"
Delfield,8283847,000-328-004C-S,"Drawer Front Assembly, 24"" Drawer, 23.75"" X 7.75"", Lo-Pro"
Delfield,8289071,000-328-004F-S,"Drawer Front Assembly, 19"", 3 High, Top"
Delfield,8289072,000-328-004G-S,"Assy,24 Drw Frt 3-Hi Top"
Delfield,8283848,000-328-004H-S,"Assy,27 Drw Frt 3-Hi Top"
Delfield,8283849,000-328-004I-S,"Drawer Front, Top, 3 Hi"
Delfield,8289073,000-328-004J-S,"Assy,19 Drw Frt 3-Hi Btm"
Delfield,8289074,000-328-004K-S,"Assy,24 Drw Frt 3-Hi Btm"
Delfield,8283850,000-328-004L-S,"Drawer Front Assembly, 27"" Drawer, 3 Hi-Bottom, 26.75"" X 8.75"""
Delfield,8283851,000-328-004M-S,"Assy,32 Drw Frt 3-Hi Btm"
Delfield,8283852,000-328-004O-S,"Drawer Front Assembly, 27"" Drawer, Ruby, Lo-Pro"
Delfield,8283853,000-328-004P-S,"Drawer Front Assembly, 19"", Low Profile, Ruby"
Delfield,8283854,000-328-004Q-S,"Drawer Front Assembly, 3 High, Mid430"
Delfield,8289075,000-328-004R-S,"Assy,24 Drw Frt 3-Hi Mid,430"
Delfield,8289076,000-328-004U-S,"Assy,19 Drw Frt 3-Hi Top,430"
Delfield,8289077,000-328-004W-S,"Assy,27Drw Frt3-Hi Top,430 26.75 X 8.75"
Delfield,8289078,000-328-0050-S,"Assembly, 27 Drw Frt 3-Hi Btm"
Delfield,8289079,000-328-0052-S,"Assy,32 Drw Frt Lopr,Ruby,430"
Delfield,8283686,000-328-0054-S,"Assy,19 Drw Frt Lopr, Ruby,430"
Delfield,8289080,000-328-0055-S,"Assy,24 Drw Frt Lopr,Ruby,430"
Delfield,8289081,000-328-0056-S,"Assy,Drw,19X16,Lopro,430"
Delfield,8289082,000-328-006R-S,"Assy,24 Drw Frt Lo-Pro,Ruby"
Delfield,8286242,000-332-0032,"Door Assy, Panel, 6 (Specify L"
Delfield,8286525,000-332-0032-S,"Door Assy, Panel, 6 (Specify L"
Delfield,8289083,000-332-0035-S,"Assembly,Dr,Lvr,14.0,2 Cutdn"
Delfield,8286527,000-332-0039-S,"Assy,Dr,Lvr,18.0,4 Cutdn"
Delfield,8283687,000-332-003T-S,"Assy,Dr,Lvred,Mk7,14,Hl Lt"
Delfield,8283855,000-332-003X-S,Louver Door Assembly
Delfield,8286529,000-332-0043-S,"Assy,Dr,Lvred,16.5,Hl Lt"
Delfield,8284544,000-332-0044-S,"Assembly,Dr,Lvred,16.5,Hl Rt"
Delfield,8289084,000-332-004D-S,"Assy,Dr,Lvr,14.0,Rh,V/L"
Delfield,8289085,000-332-004F-S,"Assy, Dr, Lvr, 18.0, Rh, V/L"
Delfield,8289086,000-332-004G-S,"Door Assembly, Louvered, 18"", Left Hand, V/L"
Delfield,8289087,000-332-004H-S,"Door Assembly, Louvered, 13.5, Hl Lt, V/L"
Delfield,8289088,000-332-004N-S,"Assy,Dr,Lvred,16.5,Hl Rt,V/L"
Delfield,8283856,000-332-004P-S,"Assy,Dr,Lvred,13.5,Hl Lt,Ovrly"
Delfield,8283688,000-332-004Q-S,"Assy,Dr,Lvred,14,Hl Lt Ovrly"
Delfield,8283689,000-332-004R-S,"Assy,Dr,Lvred,14,Hl Rt Ovrly"
Delfield,8283690,000-332-004S-S,"Assy,Dr,Lvred,14.5,Hl Lt,Ovrly"
Delfield,8283691,000-332-004T-S,"Assy,Dr,Lvred,14.5,Hl Rt,Ovrly"
Delfield,8289089,000-332-004U-S,"Assy,Dr,Lvred,16.5,Hl Lt,Ovrly"
Delfield,8283692,000-332-004V-S,"Assy,Dr,Lvred,16.5,Hl Rt,Ovrly"
Delfield,8289090,000-332-004W-S,"Assy,Dr,Lvred,Lpr,15 Ovrly"
Delfield,8283693,000-332-004X-S,"Assy,Dr,Lvred,Lpr,14 Ovrly"
Delfield,8283694,000-332-004Y-S,"Assy,Dr,Lvred,Lpr,20.5 Hl Rt,Ovrly"
Delfield,8283695,000-332-004Z-S,"Assy,Dr,Lvred,Lpr,20.5 Hr Lf,Ovrly"
Delfield,8289091,000-332-0056-S,"Assy,Dr,Lvr,18.0,Rh,Ovrl"
Delfield,8283857,000-332-005C-S,"Door, Louvered"
Delfield,8289092,000-33213JJ9E-S,"Assy,Dr,Lvred,18,Hl Lt Ovrly"
Delfield,8289093,000-332YF7Q3-S,"Assy,Dr,Lvr,14.0,Lh, Pilot"
Delfield,8289094,000-332YF7Q4-S,"Assy,Dr,Lvr,14.0,Rh"
Delfield,8289095,000-332YH8F6-S,"Door Assembly, Louvered"
Delfield,8289096,000-332Z95JL-S,"Assy, Dr, Lvr, 18.0 Rh"
Delfield,8283858,000-332Z95JP-S,"Assy,Dr,Lvr,18.0,Lh,Pilot"
Delfield,8289097,000-332ZCSM8-S,Louver Door Assy
Delfield,8286530,000-333-0034-S,32 Drawer Box Old Style Nylon
Delfield,8286531,000-333-0035-S,27 Drawer Box Old Style Nylon
Delfield,8286243,000-333-0036,24 Drawer Box Old Style Nylon
Delfield,8286532,000-333-0036-S,24 Drawer Box Old Style Nylon
Delfield,8286533,000-333-0037-S,19 Drawer Box Old Style Nylon
Delfield,8286244,000-333-0038,32 Drawer Box For Top To Hold
Delfield,8286245,000-333-0039,Drawer Box For Spec Line Reach
Delfield,8286246,000-333-003D,27 Drawer Box For 6 Deep Pans
Delfield,8286247,000-333-003E,19 Drawer Box For 6 Deep Pans
Delfield,8286536,000-333-003E-S,19 Drawer Box For 6 Deep Pans
Delfield,8286537,000-333-003K-S,Drawer Box For 30 Cartridge Sy
Delfield,8283696,000-333-003U-S,"Assembly,Welded,Drawer Box, 32"", Togos"
Delfield,8286538,000-333-0040-S,Drawer Box Assembly - Versa Dr
Delfield,8283697,000-333-0041-S,"Assembly,Drw Box,Pan Stop, 32,4400"
Delfield,8286542,000-333-0048-S,27 Drawer Box Low Pro New Styl
Delfield,8286248,000-333-004B,27 Drawer Box Shallow Depth Ne
Delfield,8286543,000-333-004B-S,27 Drawer Box Shallow Depth Ne
Delfield,8283859,000-333-004L-S,"Assembly,Box,Drawer,Prep,27,Jm"
Delfield,8283698,000-333-0059-S,"Box,Dr,Cs,Btm"
Delfield,8283699,000-333-005A-S,"Box,Dr,Cs,Top"
Delfield,8286545,000-333-0100-S,Drawer Box For 32 Drawer Cartr
Delfield,8286249,000-333-0101,Drawer Box For 30 Drawer
Delfield,8286546,000-333-0101-S,Drawer Box For 30 Drawer
Delfield,8286250,000-333-0102,Drawer Box For 27 Drawer Cartr
Delfield,8286547,000-333-0102-S,Drawer Box For 27 Drawer Cartr
Delfield,8286251,000-333-0103,Drawer Box For 24 Drawer Cartr
Delfield,8286548,000-333-0103-S,Drawer Box For 24 Drawer Cartr
Delfield,8283700,000-333-0108-S,"Box Assembly,Drawer,30,4400, W/Divider B"
Delfield,8283701,000-333-0120-S,"Box,Assembly,Drw,24,4400N Hrz Bars Welde"
Delfield,8283702,000-333-0136-S,"Box Assembly, Drw,27,4400 W 2 Hrz"
Delfield,8286252,000-333-047-S,Draw Box Assy 32 6 Dp Pans
Delfield,8289098,000-333116MT1-S,"Assy, Drw, Box, 24"
Delfield,8289099,000-333127DR1-S,"Assembly,Drw,Box,24-Special"
Delfield,8283703,000-333-C01B-S,"Assembly,Box,Drawer,Prep,24"
Delfield,8286253,000-333ROUL3-S,Fish File Drawer Box
Delfield,8285745,000-333W5SX1-S,"Assembly,Drawer,Box,27,Fish"
Delfield,8289101,000-333ZBDF5-S,Replcment Drawer Box And Face
Delfield,8283704,000-364-0032-S,"Assembly,Htd Inst,Dbl,Rh"
Delfield,8284202,000-375OHRR2,"Shelf, Fold Down"
Delfield,8286254,000-375RDG12-S,"Workshelf, Assy 73.89"" X 7.904"
Delfield,8286255,000-375RDG13-S,"Workshelf Assy. 50"" L X7.904"
Delfield,8283705,000-375UN9J2-S,"Workshelf, Assembly"
Delfield,8289102,000-401-0037-S,"Assembly,Slide Back,Cover,12 Pan,Mega St"
Delfield,8286256,000-401-0039-S,"Assembly,Sldbk Cover,18Pan, Meg,Std"
Delfield,8285752,000-401-003E-S,"Assy,Sld Bk Cvr,8 Pan, Std"
Delfield,8289103,000-401-003H-S,"Assembly,Sld Bk Cover,8 Pan, Cntr"
Delfield,8289104,000-401-003K-S,"Assembly,Sld Bk Cover,10 Pan, Rt"
Delfield,8283706,000-401-003L-S,"Assembly, Sld Bk Cover, 10 Pan, Cntr"
Delfield,8289105,000-401-003N-S,"Assembly,Sld Bk Cover,12 Pan, Lt"
Delfield,8283860,000-401-003O-S,"Cover Assembly, 12 Pan, Right, Sld Bk"
Delfield,8289106,000-401-003U-S,"Assy,Sldbk Cvr,9Pan,Meg,Rt"
Delfield,8286257,000-401-003W,"Assy, Sldbk Cvr, 12Pan, Meg,"
Delfield,8283707,000-401-003W-S,"Assembly,Sldbk Cover,12Pan, Meg,Lt"
Delfield,8289107,000-401-003X-S,"Assy,Sldbk Cvr,12Pan Meg,Rt"
Delfield,8289108,000-401-0042-S,"Assy,Sldbk Cvr,18Pan Meg,Lt"
Delfield,8289109,000-401-0043-S,"Assy,Sldbk Cvr,18Pan, Meg,Rt"
Delfield,8289110,000-401-0048,"Cover Assembly, Slide"
Delfield,8286258,000-401-Z0000,Ruby Tuesday Flip Back Cover -
Delfield,8286259,000-401-Z0000-S,"Cover,Flip Back,Lh"
Delfield,8286260,000-401-Z0001,Ruby Tuesday Flip Back Cover -
Delfield,8286261,000-401-Z0001-S,"Cover,Flip Back,Rh"
Delfield,8289111,000-402-0032-S,"Assembly, Hinged Cover 1 Row 8 Col"
Delfield,8286553,000-402-003T-S,"Assy,Hngd Cvr,6 Pan,Std"
Delfield,8286262,000-402-003V,Assy Hinged Cover 6 Pan Right
Delfield,8286554,000-402-003V-S,Assy Hinged Cover 6 Pan Right
Delfield,8286263,000-402-003X,Assy Hinged Cover 8 Pan
Delfield,8286264,000-402-003Y,Assy Hinged Cover 8 Pan Left
Delfield,8286556,000-402-003Y-S,Assy Hinged Cover 8 Pan Left
Delfield,8286265,000-402-003Z,Assy Hinged Cover 8 Pan Right
Delfield,8286266,000-402-0040,Assy Hinged Cover 8 Pan Center
Delfield,8286558,000-402-0040-S,Assy Hinged Cover 8 Pan Center
Delfield,8286267,000-402-0042,"Assy, Hinged Cover, 10Pan, Lef"
Delfield,8286559,000-402-0042-S,"Assy, Hinged Cover, 10Pan, Lef"
Delfield,8286560,000-402-0043-S,Assy Hinged Cover 10 Pan Right
Delfield,8286268,000-402-0045,Assy Hinged Cover 12 Pan
Delfield,8286561,000-402-0045-S,Assy Hinged Cover 12 Pan
Delfield,8286562,000-402-0046-S,Assy Hinged Cover 12 Pan Left
Delfield,8286269,000-402-0047,Assy Hinged Cover 12 Pan Right
Delfield,8285746,000-402-004L-S,"Cover Assembly, Hinged, 10 Pan, Meg, Lt"
Delfield,8285747,000-402-004M-S,"Cover Assembly, Hinged, 18 Pan, Meg, Right Hand"
Delfield,8286564,000-402-004Q-S,"Hinge Cover Assy, 6 Pan, Rt Pt"
Delfield,8286270,000-402-004T,"Hinge Cover Assy, 8 Pan, Left,"
Delfield,8286565,000-402-004T-S,"Hinge Cover Assy, 8 Pan, Left,"
Delfield,8286566,000-402-004U-S,"Assy,Hngd Cvr,8 Pan,Rt,"
Delfield,8286567,000-402-004X-S,"Assy,Hngd Cvr,10 Pan,Lt,"
Delfield,8286568,000-402-004Y-S,Assy Hinged Cover 10 Pan Right
Delfield,8286569,000-402-0050-S,Assy Hinged Vocer 12 Pan Std P
Delfield,8286570,000-402-0051-S,Assy Hinged Cover 12 Pan Left
Delfield,8286271,000-402-0052,Assy Hinged Cover 12 Pan Right
Delfield,8286571,000-402-0052-S,Assy Hinged Cover 12 Pan Right
Delfield,8289112,000-402-0057-S,"Assembly,Hinged Cover,12Pan,L/T"
Delfield,8283708,000-402-005B-S,"Assy,Hngd S/B Cvr,12Pan, L/T"
Delfield,8289113,000-402-005E-S,"Cover Assy,Hinged Removable"
Delfield,8289114,000-402-005F-S,"Cover Assy,Hinged Removable"
Delfield,8286272,000-402-005H,Ruby Tuesday Flip Back Cover-
Delfield,8283709,000-402-005H-S,"Cover Assembly,Hinged Removable"
Delfield,8289115,000-402-005J-S,"Assembly,Hinged Cover,8Pan"
Delfield,8283861,000-402-005Y-S,"Cover Assembly, Fold-Back, Db33"
Delfield,8286573,000-402TRYM1-S,"Assy,Cover,Pan 2 Row,3"
Delfield,8289116,000-402URQ26-S,"Assy, Hngd S/B Cvr 6 Pan"
Delfield,8283862,000-402XK961-S,"Cover Assembly,Custom,Fold Back"
Delfield,8283710,000-402Z8VD5-S,"Assy,Hngd Cvr,8 Pan,Lt"
Delfield,8283711,000-403-0035-S,"Assy,Pan Cvr,Lift Off 2X3"
Delfield,8286273,000-403-0037-S,"Cover Assembly,Pan,Lift-Off, 2X5"
Delfield,8283712,000-403-0038-S,"Assembly, Pan, Cover, Lift Off 2X6"
Delfield,8286274,000-403-003J,Assy Lift Off Cover
Delfield,8286575,000-403-003J-S,Assy Lift Off Cover
Delfield,8283713,000-403-0040-S,"Assembly,Cover,L/O,Food Wl,F-B"
Delfield,8283714,000-403-004T-S,"Assy,Cvr,L/O,Red Robin"
Delfield,8283863,000-405-0031-S,"Mounting Bracket, Cutting Board, Left"
Delfield,8286275,000-405-0035,Cutting Board Bracket 1.25 Map
Delfield,8286577,000-405-0035-S,Cutting Board Bracket 1.25 Map
Delfield,8286276,000-405-Z0000,Cutting Board Bracket Assembly
Delfield,8286277,000-405-Z0001,Cutting Board Bracket Assembly
Delfield,8283715,000-406-0032-S,"Assembly,Rem Fl Lght,36,9 Pig"
Delfield,8283716,000-406-0039-S,"Assembly,Rem Fl Lght,60,3.5 Pig"
Delfield,8286278,000-406-003A,"Light Fixture Assy, 18"
Delfield,8286279,000-406-003A-S,Assyrem Fluor Lt18 20 Pig
Delfield,8286581,000-406-003C-S,Assy Remote Flour Light 18
Delfield,8283717,000-406-003H-S,"Assembly,Remote Fluor Light, 48,Sglas"
Delfield,8286582,000-406-003T-S,"Light Fixture Assy, 24"
Delfield,8286280,000-406-Z0000,36 Fluor. Light Fixture (48 An
Delfield,8286583,000-406-Z0000-S,36 Fluor. Light Fixture (48 An
Delfield,8286281,000-406-Z0001,"36 Light Fixture , Fluorescent"
Delfield,8286282,000-406-Z0002,"Fluorescent Light Fixture, 48"
Delfield,8286585,000-406-Z0002-S,"Fluorescent Light Fixture, 48"
Delfield,8283718,000-406-Z0003-S,"Fixture,Fluor Lt,48 Rem"
Delfield,8286283,000-406-Z0004,"24 Light Fixture, Fluorescent,"
Delfield,8286586,000-406-Z0004-S,"24 Light Fixture, Fluorescent,"
Delfield,8286284,000-406-Z0005,"24 Light Fixture, Fluorescent"
Delfield,8286587,000-406-Z0005-S,"24 Light Fixture, Fluorescent"
Delfield,8286285,000-406-Z0006,60 Fluor. Light Fixture (72 Un
Delfield,8286589,000-442-0030-S,"Assy,Htd Dr,15.75X14.75,"
Delfield,8286286,000-442-0033,Rh Shelley Heated Door 15.75 X
Delfield,8283719,000-450-0030-S,"Assembly,Waste Can 12 Hinged"
Delfield,8286593,000-450-Z0001-S,Trash Can Assy
Delfield,8283720,000-450-Z0004-S,"Trash Can Assembly,Rr, 9X17X22"
Delfield,8283721,000-471-0040-S,"Assembly,Back,28.62X75.13"
Delfield,8283722,000-471-0041-S,"Assembly,Back,28.62X75.57"
Delfield,8283723,000-471-0044-S,"Assembly,Back,Lt-Line, 28.62X70.75"
Delfield,8286597,000-471-0045-S,"Assy,End,Lt-Line,"
Delfield,8283724,000-471UXMB5-S,"Assembly,Bk,Reinf"
Delfield,8283725,000-471UXMB6-S,"Assembly,Bk,Reinf,Pos Rt"
Delfield,8283726,000-471UZSJ1-S,"Assembly,Bk,Reinf"
Delfield,8283727,000-471V2PB1-S,"Assembly,Bk,Reinf"
Delfield,8283728,000-473-0032-S,"Assembly,5-20R Sgl"
Delfield,8283729,000-473-003R-S,"Assembly,Blank Cover,Outl Box"
Delfield,8286287,000-473-003W,Remote On/Off Switch For Drop
Delfield,8286599,000-473-0042-S,"Assy,5-15R,Gfci,F-A"
Delfield,8283864,000-482-0000-S,"Wrmr,Food,115V T-Ctrl W/Drn"
Delfield,8283730,000-484-0000-S,"Assy,Wrmr,115V,T-Ctrl No Drn"
Delfield,8289117,000-485-0000-S,"Wrmr,Food,208V,T-Ctrl No Drn"
Delfield,8283731,000-505-0006-S,"Assembly,Pilaster Kit"
Delfield,8283732,000-505-0031-S,"Assembly,Pilaster,Shf,Clip"
Delfield,8283865,000-505-003A-S,Pilaster Assembly Kit
Delfield,8283733,000-505-003D-S,"Assembly,Pilaster/Clip Only Kit"
Delfield,8283866,000-517-0000-S,"Assy,Wrmr,115V,I-Ctrl No Drn"
Delfield,8289118,000-518-0006-S,"Food Warmer, Built-In"
Delfield,8283734,000-518-0031-S,"Assy,Htr,Fixed"
Delfield,8286288,000-518-Z0001,Wrmr Food 208Vt With Infinite
Delfield,8283867,000-519-0000-S,"Wrmr,Food,208V,I-Ctrl No Drn"
Delfield,8283868,000-519-0001-S,"Hot Food Well With Infinite Switch, Without Drain, 208"
Delfield,8283735,000-546-0030-S,"Assembly,Elev,24.43,36 Wk Ht"
Delfield,8286289,000-546-0035,"Elev Assy, Small (22.59 ) N-13"
Delfield,8283736,000-546-0035-S,"Assembly,Elev,N-1313,22.59"
Delfield,8286290,000-546-Z0000,"Elev Assy, Large, Lt/Lcg/T/Cb"
Delfield,8283737,000-546-Z0000-S,"Elevator Assembly,Large,Lt"
Delfield,8286603,000-546-Z0002-S,"Elevator Assy,Large,"
Delfield,8283738,000-546-Z0007-S,"Elevator,Lrg,Field Adj., 27.5"
Delfield,8286291,000-546-Z0008,"Elevevator Assy, Small , (27.5"
Delfield,8283739,000-546-Z0008-S,"Elevator,Sml,Field Adj, 27.50"
Delfield,8283740,000-546-Z000A-S,"Elevator Assembly,Small, 24.43"
Delfield,8286605,5502,"Brace, Coil Top - 28 Dp, R22"
Delfield,8284345,0005502-S,"Brace,Coil Top,28 Dp,R22"
Delfield,8286606,000-585-003C-S,"Assy,Accs Dr,18,Lh,Lk"
Delfield,8283741,000-586-0034-S,"Assembly,Cord/Plug,#6/3,6- 50P"
Delfield,8284546,000-586-003B-S,"Assembly,Cord/Plug,#12/4,14- 20P"
Delfield,8286611,000-586-003D-S,"Assy,Cord/Plug,#10/3,5-"
Delfield,8289119,000-586ZEX32-S,"Assy,Cord/Plug,#12/4 ,L14-20P"
Delfield,8283742,000-67810C6Q1,"B-60,8""W Ss V-Tray Sld, 60""L"
Delfield,8283743,000-678U4Y21-S,"3V - Trayslide, Assembly"
Delfield,8286292,000-678UCAD3-S,"3V - Trayslide, Assembly"
Delfield,8286293,000-678VIRW2-S,"3V - Trayslide, Assembly"
Delfield,8286294,000-678ZA6R2,Tracy Slide
Delfield,8286295,000-678ZA6R2-S,Tray Rail
Delfield,8286614,7147,18 S/S Louver Mkv - Replaces 3
Delfield,8289120,000-78013XN21-S,"Assy,Banded Gl,Top"
Delfield,8283744,000-780V22J8,Glass Insert 8.979 X 26.78
Delfield,8283745,000-780YZ6RB,Glass Sneeze Guard
Delfield,8283746,000-781QXEEL-S,Banded Glass
Delfield,8283747,000-781V22J8,Glass Insert 11.11 X 26.78
Delfield,8284484,000-781VA9EO,"35.75""X11.13""Snze Grd Bd All"
Delfield,8283748,000-783YZ6RA,Glass Sneeze Guard
Delfield,8289121,000-787107DG5,"Assy,Banded Gl, Front"
Delfield,8289122,000-78710VOI1-S,Front Sneeze Guard
Delfield,8283750,000-78710Y261,Custom Sneeze Guard Glass
Delfield,8283749,000-787-10Y261,Sneeze Guard Glass
Delfield,8286296,000-787-10Y261-S,Custom Sneeze Guard Glass
Delfield,8283751,000-7871120S1-S,"Assy,Banded Gl, Front"
Delfield,8289123,000-787116VG1-S,"Banded Glass Assembly, Front"
Delfield,8283752,000-78711KMP5-S,"Assy,Banded Gl,Front"
Delfield,8283652,000-78711SLR8-S,"Assy, Banded Gl, Front"
Delfield,8283753,000-78712B5K1,"Assy,Banded Gl,Front"
Delfield,8289125,000-78712TYE2-S,Glass Banded Top & Bottom
Delfield,8289126,000-78712UNG1-S,Glass Panel
Delfield,8289127,000-787LX9U1-S,"Sneeze Guard, Custom"
Delfield,8286297,000-787Q3CK1,Sneeze Guard
Delfield,8283754,000-787QK5M1,"Sneeze Guard, Steam Table"
Delfield,8283755,000-787SHK46-S,"Assembly,Banded Gl"
Delfield,8289129,000-787SSWL2-S,Front Glass Assy
Delfield,8283756,000-787TO4X2,Glass Sneeze Guard
Delfield,8283757,000-787TO4X2-S,"Assy, Banded Gl"
Delfield,8284516,000-787U5OG3-S,Snneze Guards 7.898 X 42.498
Delfield,8283758,000-787U6K5B-S,"Assembly,Banded Gl"
Delfield,8286298,000-787UFMD2-S,Assy Banded Glass
Delfield,8286299,000-787UFMD6-S,Assy Banded Glass
Delfield,8283759,000-787UL454-S,Banded Safety Glass
Delfield,8286300,000-787UNR71-S,"Banded Plexiglass 54.4""X11.56"""
Delfield,8286301,000-787UWE95,Assembled Banded Glass
Delfield,8285748,000-787V1SX7,Front Glass Piece
Delfield,8286302,000-787V1SX7-S,Repl Glass Food Shield
Delfield,8283760,000-787VTTD1-S,"54.5 X 10.5 X 1/4"" Safety Glas"
Delfield,8286303,000-787W5H04-S,Front Banded Glass
Delfield,8284180,000-787WU655,Sneeze Guard
Delfield,8283761,000-787Y3701-S,"Assy, Banded Gl, Front"
Delfield,8286304,000-787Y5WV1-S,"1/4"" Safety Glass"
